Week,public_road_mileage
2010-04-26,4072433.5384615385
2010-05-03,4072748.3846153845
2010-05-10,4073063.230769231
2010-05-17,4073378.076923077
2010-05-24,4073692.923076923
2010-05-31,4074007.769230769
2010-06-07,4074322.6153846155
2010-06-14,4074637.4615384615
2010-06-21,4074952.3076923075
2010-06-28,4075267.153846154
2010-07-05,4075582.0
2010-07-12,4075896.846153846
2010-07-19,4076211.6923076925
2010-07-26,4076526.5384615385
2010-08-02,4076841.3846153845
2010-08-09,4077156.230769231
2010-08-16,4077471.076923077
2010-08-23,4077785.923076923
2010-08-30,4078100.769230769
2010-09-06,4078415.6153846155
2010-09-13,4078730.4615384615
2010-09-20,4079045.3076923075
2010-09-27,4079360.153846154
2010-10-04,4079675.0
2010-10-11,4079989.846153846
2010-10-18,4080304.6923076925
2010-10-25,4080619.5384615385
2010-11-01,4080934.3846153845
2010-11-08,4081249.230769231
2010-11-15,4081564.076923077
2010-11-22,4081878.923076923
2010-11-29,4082193.769230769
2010-12-06,4082508.6153846155
2010-12-13,4082823.4615384615
2010-12-20,4083138.3076923075
2010-12-27,4083453.153846154
2011-01-03,4083768.0
2011-01-10,4083973.3653846155
2011-01-17,4084178.730769231
2011-01-24,4084384.096153846
2011-01-31,4084589.4615384615
2011-02-07,4084794.826923077
2011-02-14,4085000.1923076925
2011-02-21,4085205.5576923075
2011-02-28,4085410.923076923
2011-03-07,4085616.2884615385
2011-03-14,4085821.653846154
2011-03-21,4086027.019230769
2011-03-28,4086232.3846153845
2011-04-04,4086437.75
2011-04-11,4086643.1153846155
2011-04-18,4086848.480769231
2011-04-25,4087053.846153846
2011-05-02,4087259.2115384615
2011-05-09,4087464.576923077
2011-05-16,4087669.9423076925
2011-05-23,4087875.3076923075
2011-05-30,4088080.673076923
2011-06-06,4088286.0384615385
2011-06-13,4088491.403846154
2011-06-20,4088696.769230769
2011-06-27,4088902.1346153845
2011-07-04,4089107.5
2011-07-11,4089312.8653846155
2011-07-18,4089518.230769231
2011-07-25,4089723.596153846
2011-08-01,4089928.9615384615
2011-08-08,4090134.326923077
2011-08-15,4090339.6923076925
2011-08-22,4090545.0576923075
2011-08-29,4090750.423076923
2011-09-05,4090955.7884615385
2011-09-12,4091161.153846154
2011-09-19,4091366.519230769
2011-09-26,4091571.8846153845
2011-10-03,4091777.25
2011-10-10,4091982.6153846155
2011-10-17,4092187.980769231
2011-10-24,4092393.346153846
2011-10-31,4092598.7115384615
2011-11-07,4092804.076923077
2011-11-14,4093009.4423076925
2011-11-21,4093214.8076923075
2011-11-28,4093420.173076923
2011-12-05,4093625.5384615385
2011-12-12,4093830.903846154
2011-12-19,4094036.269230769
2011-12-26,4094241.6346153845
2012-01-02,4094447.0
2012-01-09,4094413.980769231
2012-01-16,4094380.9615384615
2012-01-23,4094347.9423076925
2012-01-30,4094314.923076923
2012-02-06,4094281.903846154
2012-02-13,4094248.8846153845
2012-02-20,4094215.8653846155
2012-02-27,4094182.846153846
2012-03-05,4094149.826923077
2012-03-12,4094116.8076923075
2012-03-19,4094083.7884615385
2012-03-26,4094050.769230769
2012-04-02,4094017.75
2012-04-09,4093984.730769231
2012-04-16,4093951.7115384615
2012-04-23,4093918.6923076925
2012-04-30,4093885.673076923
2012-05-07,4093852.653846154
2012-05-14,4093819.6346153845
2012-05-21,4093786.6153846155
2012-05-28,4093753.596153846
2012-06-04,4093720.576923077
2012-06-11,4093687.5576923075
2012-06-18,4093654.5384615385
2012-06-25,4093621.519230769
2012-07-02,4093588.5
2012-07-09,4093555.480769231
2012-07-16,4093522.4615384615
2012-07-23,4093489.4423076925
2012-07-30,4093456.423076923
2012-08-06,4093423.403846154
2012-08-13,4093390.3846153845
2012-08-20,4093357.3653846155
2012-08-27,4093324.346153846
2012-09-03,4093291.326923077
2012-09-10,4093258.3076923075
2012-09-17,4093225.2884615385
2012-09-24,4093192.269230769
2012-10-01,4093159.25
2012-10-08,4093126.230769231
2012-10-15,4093093.2115384615
2012-10-22,4093060.1923076925
2012-10-29,4093027.173076923
2012-11-05,4092994.153846154
2012-11-12,4092961.1346153845
2012-11-19,4092928.1153846155
2012-11-26,4092895.096153846
2012-12-03,4092862.076923077
2012-12-10,4092829.0576923075
2012-12-17,4092796.0384615385
2012-12-24,4092763.019230769
2013-01-01,4092730.0
2013-01-08,4093158.9056603773
2013-01-15,4093587.8113207547
2013-01-22,4094016.716981132
2013-01-29,4094445.6226415094
2013-02-05,4094874.5283018867
2013-02-12,4095303.433962264
2013-02-19,4095732.3396226414
2013-02-26,4096161.245283019
2013-03-05,4096590.150943396
2013-03-12,4097019.0566037735
2013-03-19,4097447.962264151
2013-03-26,4097876.867924528
2013-04-02,4098305.7735849055
2013-04-09,4098734.679245283
2013-04-16,4099163.5849056602
2013-04-23,4099592.4905660376
2013-04-30,4100021.396226415
2013-05-07,4100450.3018867923
2013-05-14,4100879.2075471696
2013-05-21,4101308.113207547
2013-05-28,4101737.0188679243
2013-06-04,4102165.9245283017
2013-06-11,4102594.830188679
2013-06-18,4103023.7358490564
2013-06-25,4103452.6415094337
2013-07-02,4103881.547169811
2013-07-09,4104310.452830189
2013-07-16,4104739.3584905663
2013-07-23,4105168.2641509436
2013-07-30,4105597.169811321
2013-08-06,4106026.0754716983
2013-08-13,4106454.9811320757
2013-08-20,4106883.886792453
2013-08-27,4107312.7924528304
2013-09-03,4107741.6981132077
2013-09-10,4108170.603773585
2013-09-17,4108599.5094339624
2013-09-24,4109028.4150943398
2013-10-01,4109457.320754717
2013-10-08,4109886.2264150945
2013-10-15,4110315.132075472
2013-10-22,4110744.037735849
2013-10-29,4111172.9433962265
2013-11-05,4111601.849056604
2013-11-12,4112030.754716981
2013-11-19,4112459.6603773586
2013-11-26,4112888.566037736
2013-12-03,4113317.4716981133
2013-12-10,4113746.3773584906
2013-12-17,4114175.283018868
2013-12-24,4114604.1886792453
2013-12-31,4115033.0943396227
2014-01-06,4115462.0
2014-01-13,4116977.2884615385
2014-01-20,4118492.576923077
2014-01-27,4120007.8653846155
2014-02-03,4121523.153846154
2014-02-10,4123038.4423076925
2014-02-17,4124553.730769231
2014-02-24,4126069.019230769
2014-03-03,4127584.3076923075
2014-03-10,4129099.596153846
2014-03-17,4130614.8846153845
2014-03-24,4132130.173076923
2014-03-31,4133645.4615384615
2014-04-07,4135160.75
2014-04-14,4136676.0384615385
2014-04-21,4138191.326923077
2014-04-28,4139706.6153846155
2014-05-05,4141221.903846154
2014-05-12,4142737.1923076925
2014-05-19,4144252.480769231
2014-05-26,4145767.769230769
2014-06-02,4147283.0576923075
2014-06-09,4148798.346153846
2014-06-16,4150313.6346153845
2014-06-23,4151828.923076923
2014-06-30,4153344.2115384615
2014-07-07,4154859.5
2014-07-14,4156374.7884615385
2014-07-21,4157890.076923077
2014-07-28,4159405.3653846155
2014-08-04,4160920.653846154
2014-08-11,4162435.9423076925
2014-08-18,4163951.230769231
2014-08-25,4165466.519230769
2014-09-01,4166981.8076923075
2014-09-08,4168497.096153846
2014-09-15,4170012.3846153845
2014-09-22,4171527.673076923
2014-09-29,4173042.9615384615
2014-10-06,4174558.25
2014-10-13,4176073.5384615385
2014-10-20,4177588.826923077
2014-10-27,4179104.1153846155
2014-11-03,4180619.403846154
2014-11-10,4182134.6923076925
2014-11-17,4183649.980769231
2014-11-24,4185165.269230769
2014-12-01,4186680.5576923075
2014-12-08,4188195.846153846
2014-12-15,4189711.1346153845
2014-12-22,4191226.423076923
2014-12-29,4192741.7115384615
2015-01-05,4194257.0
2015-01-12,4193817.769230769
2015-01-19,4193378.5384615385
2015-01-26,4192939.3076923075
2015-02-02,4192500.076923077
2015-02-09,4192060.846153846
2015-02-16,4191621.6153846155
2015-02-23,4191182.3846153845
2015-03-02,4190743.153846154
2015-03-09,4190303.923076923
2015-03-16,4189864.6923076925
2015-03-23,4189425.4615384615
2015-03-30,4188986.230769231
2015-04-06,4188547.0
2015-04-13,4188107.769230769
2015-04-20,4187668.5384615385
2015-04-27,4187229.3076923075
2015-05-04,4186790.076923077
2015-05-11,4186350.846153846
2015-05-18,4185911.6153846155
2015-05-25,4185472.3846153845
2015-06-01,4185033.153846154
2015-06-08,4184593.923076923
2015-06-15,4184154.6923076925
2015-06-22,4183715.4615384615
2015-06-29,4183276.230769231
2015-07-06,4182837.0
2015-07-13,4182397.769230769
2015-07-20,4181958.5384615385
2015-07-27,4181519.3076923075
2015-08-03,4181080.076923077
2015-08-10,4180640.846153846
2015-08-17,4180201.6153846155
2015-08-24,4179762.3846153845
2015-08-31,4179323.153846154
2015-09-07,4178883.923076923
2015-09-14,4178444.6923076925
2015-09-21,4178005.4615384615
2015-09-28,4177566.230769231
2015-10-05,4177127.0
2015-10-12,4176687.769230769
2015-10-19,4176248.5384615385
2015-10-26,4175809.3076923075
2015-11-02,4175370.076923077
2015-11-09,4174930.846153846
2015-11-16,4174491.6153846155
2015-11-23,4174052.3846153845
2015-11-30,4173613.153846154
2015-12-07,4173173.923076923
2015-12-14,4172734.6923076925
2015-12-21,4172295.4615384615
2015-12-28,4171856.230769231
2016-01-04,4171417.0
2016-01-11,4170814.903846154
2016-01-18,4170212.8076923075
2016-01-25,4169610.7115384615
2016-02-01,4169008.6153846155
2016-02-08,4168406.519230769
2016-02-15,4167804.423076923
2016-02-22,4167202.326923077
2016-02-29,4166600.230769231
2016-03-07,4165998.1346153845
2016-03-14,4165396.0384615385
2016-03-21,4164793.9423076925
2016-03-28,4164191.846153846
2016-04-04,4163589.75
2016-04-11,4162987.653846154
2016-04-18,4162385.5576923075
2016-04-25,4161783.4615384615
2016-05-02,4161181.3653846155
2016-05-09,4160579.269230769
2016-05-16,4159977.173076923
2016-05-23,4159375.076923077
2016-05-30,4158772.980769231
2016-06-06,4158170.8846153845
2016-06-13,4157568.7884615385
2016-06-20,4156966.6923076925
2016-06-27,4156364.596153846
2016-07-04,4155762.5
2016-07-11,4155160.403846154
2016-07-18,4154558.3076923075
2016-07-25,4153956.2115384615
2016-08-01,4153354.1153846155
2016-08-08,4152752.019230769
2016-08-15,4152149.923076923
2016-08-22,4151547.826923077
2016-08-29,4150945.730769231
2016-09-05,4150343.6346153845
2016-09-12,4149741.5384615385
2016-09-19,4149139.4423076925
2016-09-26,4148537.346153846
2016-10-03,4147935.25
2016-10-10,4147333.153846154
2016-10-17,4146731.0576923075
2016-10-24,4146128.9615384615
2016-10-31,4145526.8653846155
2016-11-07,4144924.769230769
2016-11-14,4144322.673076923
2016-11-21,4143720.576923077
2016-11-28,4143118.480769231
2016-12-05,4142516.3846153845
2016-12-12,4141914.2884615385
2016-12-19,4141312.1923076925
2016-12-26,4140710.096153846
2017-01-03,4140108.0
2017-01-10,4140961.1346153845
2017-01-17,4141814.269230769
2017-01-24,4142667.403846154
2017-01-31,4143520.5384615385
2017-02-07,4144373.673076923
2017-02-14,4145226.8076923075
2017-02-21,4146079.9423076925
2017-02-28,4146933.076923077
2017-03-07,4147786.2115384615
2017-03-14,4148639.346153846
2017-03-21,4149492.480769231
2017-03-28,4150345.6153846155
2017-04-04,4151198.75
2017-04-11,4152051.8846153845
2017-04-18,4152905.019230769
2017-04-25,4153758.153846154
2017-05-02,4154611.2884615385
2017-05-09,4155464.423076923
2017-05-16,4156317.5576923075
2017-05-23,4157170.6923076925
2017-05-30,4158023.826923077
2017-06-06,4158876.9615384615
2017-06-13,4159730.096153846
2017-06-20,4160583.230769231
2017-06-27,4161436.3653846155
2017-07-04,4162289.5
2017-07-11,4163142.6346153845
2017-07-18,4163995.769230769
2017-07-25,4164848.903846154
2017-08-01,4165702.0384615385
2017-08-08,4166555.173076923
2017-08-15,4167408.3076923075
2017-08-22,4168261.4423076925
2017-08-29,4169114.576923077
2017-09-05,4169967.7115384615
2017-09-12,4170820.846153846
2017-09-19,4171673.980769231
2017-09-26,4172527.1153846155
2017-10-03,4173380.25
2017-10-10,4174233.3846153845
2017-10-17,4175086.519230769
2017-10-24,4175939.653846154
2017-10-31,4176792.7884615385
2017-11-07,4177645.923076923
2017-11-14,4178499.0576923075
2017-11-21,4179352.1923076925
2017-11-28,4180205.326923077
2017-12-05,4181058.4615384615
2017-12-12,4181911.596153846
2017-12-19,4182764.730769231
2017-12-26,4183617.8653846155
2018-01-01,4184471.0
2018-01-08,4184674.830188679
2018-01-15,4184878.6603773586
2018-01-22,4185082.4905660376
2018-01-29,4185286.320754717
2018-02-05,4185490.150943396
2018-02-12,4185693.9811320757
2018-02-19,4185897.8113207547
2018-02-26,4186101.6415094337
2018-03-05,4186305.4716981133
2018-03-12,4186509.3018867923
2018-03-19,4186713.132075472
2018-03-26,4186916.962264151
2018-04-02,4187120.7924528304
2018-04-09,4187324.6226415094
2018-04-16,4187528.452830189
2018-04-23,4187732.283018868
2018-04-30,4187936.113207547
2018-05-07,4188139.9433962265
2018-05-14,4188343.7735849055
2018-05-21,4188547.603773585
2018-05-28,4188751.433962264
2018-06-04,4188955.2641509436
2018-06-11,4189159.0943396227
2018-06-18,4189362.9245283017
2018-06-25,4189566.754716981
2018-07-02,4189770.5849056602
2018-07-09,4189974.4150943398
2018-07-16,4190178.245283019
2018-07-23,4190382.0754716983
2018-07-30,4190585.9056603773
2018-08-06,4190789.7358490564
2018-08-13,4190993.566037736
2018-08-20,4191197.396226415
2018-08-27,4191401.2264150945
2018-09-03,4191605.0566037735
2018-09-10,4191808.886792453
2018-09-17,4192012.716981132
2018-09-24,4192216.547169811
2018-10-01,4192420.3773584906
2018-10-08,4192624.2075471696
2018-10-15,4192828.037735849
2018-10-22,4193031.867924528
2018-10-29,4193235.6981132077
2018-11-05,4193439.5283018867
2018-11-12,4193643.3584905663
2018-11-19,4193847.1886792453
2018-11-26,4194051.0188679243
2018-12-03,4194254.849056604
2018-12-10,4194458.679245283
2018-12-17,4194662.509433962
2018-12-24,4194866.339622642
2018-12-31,4195070.1698113205
2019-01-07,4195274.0
2019-01-14,4195162.634615385
2019-01-21,4195051.269230769
2019-01-28,4194939.903846154
2019-02-04,4194828.538461538
2019-02-11,4194717.173076923
2019-02-18,4194605.807692308
2019-02-25,4194494.442307692
2019-03-04,4194383.076923077
2019-03-11,4194271.7115384615
2019-03-18,4194160.346153846
2019-03-25,4194048.980769231
2019-04-01,4193937.6153846155
2019-04-08,4193826.25
2019-04-15,4193714.8846153845
2019-04-22,4193603.519230769
2019-04-29,4193492.153846154
2019-05-06,4193380.7884615385
2019-05-13,4193269.423076923
2019-05-20,4193158.0576923075
2019-05-27,4193046.6923076925
2019-06-03,4192935.326923077
2019-06-10,4192823.9615384615
2019-06-17,4192712.596153846
2019-06-24,4192601.230769231
2019-07-01,4192489.8653846155
2019-07-08,4192378.5
2019-07-15,4192267.1346153845
2019-07-22,4192155.769230769
2019-07-29,4192044.403846154
2019-08-05,4191933.0384615385
2019-08-12,4191821.673076923
2019-08-19,4191710.3076923075
2019-08-26,4191598.9423076925
2019-09-02,4191487.576923077
2019-09-09,4191376.2115384615
2019-09-16,4191264.846153846
2019-09-23,4191153.480769231
2019-09-30,4191042.1153846155
2019-10-07,4190930.75
2019-10-14,4190819.3846153845
2019-10-21,4190708.019230769
2019-10-28,4190596.653846154
2019-11-04,4190485.2884615385
2019-11-11,4190373.923076923
2019-11-18,4190262.5576923075
2019-11-25,4190151.1923076925
2019-12-02,4190039.826923077
2019-12-09,4189928.4615384615
2019-12-16,4189817.096153846
2019-12-23,4189705.730769231
2019-12-30,4189594.3653846155
