Date,Price,Open,High,Low,Vol.,Change %
31-Aug-08,106.23,116.65,118.6,105.13,1.15M,-7.99%
24-Aug-08,115.46,114.69,120.5,112.36,1.24M,0.76%
17-Aug-08,114.59,113.94,122.04,111.64,958.02K,0.72%
10-Aug-08,113.77,115.2,117.46,111.34,1.47M,-1.24%
3-Aug-08,115.2,125.98,126.35,114.62,1.52M,-7.91%
27-Jul-08,125.1,123.41,128.6,120.42,1.33M,1.49%
20-Jul-08,123.26,128.88,132.07,122.5,956.65K,-4.36%
13-Jul-08,128.88,144.69,146.73,128.23,1.53M,-11.17%
6-Jul-08,145.08,144.27,147.27,135.14,1.61M,-0.14%
29-Jun-08,145.29,140.6,145.85,139.17,939.42K,3.62%
22-Jun-08,140.21,134.8,142.99,131.95,1.34M,4.15%
15-Jun-08,134.62,134.41,139.89,131.19,1.06M,-0.18%
8-Jun-08,134.86,137.97,138.3,130.8,1.80M,-2.66%
1-Jun-08,138.54,127.63,139.12,121.61,1.78M,8.79%
25-May-08,127.35,131.68,133.65,124.67,1.43M,-3.66%
18-May-08,132.19,126.35,135.09,125.28,1.38M,4.67%
11-May-08,126.29,125.84,127.82,120.75,1.72M,0.26%
4-May-08,125.96,116.5,126.27,116.05,1.69M,8.29%
27-Apr-08,116.32,118.95,119.93,110.3,1.40M,-1.86%
20-Apr-08,118.52,116.93,119.9,114.25,1.04M,1.57%
13-Apr-08,116.69,110,117,109.56,1.15M,5.95%
6-Apr-08,110.14,106.12,112.21,105.86,1.47M,3.68%
30-Mar-08,106.23,105.12,106.78,99.55,1.48M,0.58%
23-Mar-08,105.62,101.7,108.22,99.13,1.40M,3.71%
16-Mar-08,101.84,110.1,111.8,98.65,911.52K,-7.59%
9-Mar-08,110.21,105.25,111,104.08,1.65M,4.81%
2-Mar-08,105.15,101.63,106.54,98.87,1.69M,3.25%
24-Feb-08,101.84,98.99,103.05,97.75,1.25M,3.07%
17-Feb-08,98.81,95.37,101.32,95.23,811.09K,3.47%
10-Feb-08,95.5,91.76,96.67,90.92,1.37M,4.06%
3-Feb-08,91.77,88.66,91.98,86.24,1.41M,3.16%
27-Jan-08,88.96,90.62,92.71,88.46,1.32M,-1.93%
20-Jan-08,90.71,90.58,91.38,86.11,914.41K,0.15%
13-Jan-08,90.57,92.92,94.43,89.26,1.30M,-2.29%
6-Jan-08,92.69,97.79,98.4,92.31,1.50M,-5.33%
30-Dec-07,97.91,96.12,100.09,94.73,808.76K,1.99%
23-Dec-07,96,93.58,97.92,92.5,468.02K,2.88%
16-Dec-07,93.31,91.43,93.84,88.88,736.12K,2.24%
9-Dec-07,91.27,88.27,94.85,87.09,1.48M,3.39%
2-Dec-07,88.28,88.79,90.73,85.82,1.45M,-0.48%
25-Nov-07,88.71,98.28,99.11,88.45,1.56M,-9.65%
18-Nov-07,98.18,93.88,99.29,93.16,896.44K,3.24%
11-Nov-07,95.1,96.01,96.2,90.13,1.39M,-1.27%
4-Nov-07,96.32,95.93,98.62,93.72,1.71M,0.41%
28-Oct-07,95.93,91.72,96.24,88.92,1.59M,4.43%
21-Oct-07,91.86,88.86,92.22,84.68,1.22M,3.68%
14-Oct-07,88.6,83.91,90.07,83.5,1.28M,5.87%
7-Oct-07,83.69,81.11,84.05,78.35,1.34M,3.04%
30-Sep-07,81.22,81.75,82.02,78.87,1.20M,-0.54%
23-Sep-07,81.66,81.3,83.76,78.44,1.38M,0.05%
16-Sep-07,81.62,79.03,83.9,78.25,1.01M,3.19%
9-Sep-07,79.1,76.46,80.36,75.52,1.39M,3.13%
2-Sep-07,76.7,73.9,77.43,73.48,1.00M,3.59%
26-Aug-07,74.04,71.04,74.44,70.2,928.10K,4.15%
19-Aug-07,71.09,71.77,71.77,68.63,734.82K,-1.24%
12-Aug-07,71.98,71.47,74.23,70.1,1.22M,0.71%
5-Aug-07,71.47,75.04,75.1,70.1,1.34M,-5.31%
29-Jul-07,75.48,76.92,78.77,75.04,1.14M,-2.00%
22-Jul-07,77.02,75.69,77.24,72.91,1.11M,1.92%
15-Jul-07,75.57,74.01,76.13,73.5,807.93K,2.22%
8-Jul-07,73.93,72.75,74.01,71.6,1.14M,1.54%
1-Jul-07,72.81,70.52,72.94,69.57,803.30K,3.01%
24-Jun-07,70.68,68.85,71.06,67.07,1.16M,2.23%
17-Jun-07,69.14,68.13,69.88,67.29,741.93K,1.68%
10-Jun-07,68,64.7,68.3,64.52,1.08M,5.00%
3-Jun-07,64.76,64.87,67.42,64.53,1.21M,-0.49%
27-May-07,65.08,64.98,65.25,62.43,937.80K,-0.18%
20-May-07,65.2,64.95,66.38,63.82,727.43K,0.40%
13-May-07,64.94,62.42,65.64,61.9,1.04M,4.12%
6-May-07,62.37,61.71,62.58,60.68,1.28M,0.71%
29-Apr-07,61.93,66.36,66.65,61.56,1.17M,-6.82%
22-Apr-07,66.46,64.11,66.7,63.7,1.07M,4.86%
15-Apr-07,63.38,63.41,64.64,61.34,684.32K,-0.39%
8-Apr-07,63.63,64.29,64.58,61.35,1.26M,-1.01%
1-Apr-07,64.28,66.03,66.69,63.56,867.87K,-2.41%
25-Mar-07,65.87,62.34,68.09,62.24,1.22M,5.76%
18-Mar-07,62.28,57.11,62.65,56.1,800.12K,9.05%
11-Mar-07,57.11,59.96,59.96,56.17,1.12M,-4.90%
4-Mar-07,60.05,61.3,62.3,59.55,1.20M,-2.58%
25-Feb-07,61.64,60.88,62.49,59.92,1.19M,0.82%
18-Feb-07,61.14,58.87,61.8,57.32,843.20K,2.95%
11-Feb-07,59.39,59.68,59.76,56.62,1.20M,-0.83%
4-Feb-07,59.89,59.25,60.8,57.25,1.48M,1.47%
28-Jan-07,59.02,55.63,59.25,53.75,1.30M,6.50%
21-Jan-07,55.42,52.09,55.9,50.8,928.21K,6.60%
14-Jan-07,51.99,52.94,53.55,49.9,806.34K,-1.89%
7-Jan-07,52.99,56.24,57.72,51.56,1.57M,-5.90%
31-Dec-06,56.31,60.95,60.97,54.9,822.69K,-7.76%
24-Dec-06,61.05,62.44,63.2,59.9,446.87K,-2.18%
17-Dec-06,62.41,63.2,64.15,61.65,585.91K,-1.61%
10-Dec-06,63.43,62.21,63.5,60.65,923.70K,2.26%
3-Dec-06,62.03,63.81,63.82,61.53,1.08M,-2.21%
26-Nov-06,63.43,59.89,63.77,59.26,907.35K,7.07%
19-Nov-06,59.24,58.73,60.4,57.97,460.70K,6.15%
12-Nov-06,55.81,59.6,59.92,54.86,874.57K,-6.34%
5-Nov-06,59.59,59.15,61.33,58.5,1.10M,0.76%
29-Oct-06,59.14,60.75,61.05,57.05,914.07K,-2.65%
22-Oct-06,60.75,59.43,61.79,58.12,788.82K,6.92%
15-Oct-06,56.82,58.86,60.54,56.55,591.02K,-2.99%
8-Oct-06,58.57,59.9,61.3,57.22,797.11K,-1.99%
1-Oct-06,59.76,62.8,63.32,57.75,775.82K,-5.01%
24-Sep-06,62.91,60.25,64,59.52,698.78K,3.90%
17-Sep-06,60.55,63.49,64.46,60,486.24K,-4.39%
10-Sep-06,63.33,66.01,66.5,62.03,749.10K,-4.41%
3-Sep-06,66.25,69.25,69.59,66,410.46K,-4.25%
27-Aug-06,69.19,72.2,72.2,68.65,380.52K,-4.58%
20-Aug-06,72.51,71.22,73.75,71.1,335.48K,1.93%
13-Aug-06,71.14,73.79,73.95,69.6,424.12K,-4.32%
6-Aug-06,74.35,74.78,77.45,73.75,618.53K,-0.55%
30-Jul-06,74.76,73.5,76.5,72.77,442.00K,2.08%
23-Jul-06,73.24,74.45,75.78,72.8,411.62K,-1.60%
16-Jul-06,74.43,76.91,77.74,71.65,425.85K,-3.38%
9-Jul-06,77.03,73.94,78.4,72.9,591.58K,3.97%
2-Jul-06,74.09,73.95,75.78,73.38,286.58K,0.22%
25-Jun-06,73.93,70.86,74.15,70.4,449.82K,4.32%
18-Jun-06,70.87,69.87,71.3,68.55,436.38K,1.42%
11-Jun-06,69.88,71.6,72.32,68.1,594.68K,-2.44%
4-Jun-06,71.63,72.7,73.84,69.1,556.08K,-0.97%
28-May-06,72.33,71.31,72.75,70.05,472.59K,1.35%
21-May-06,71.37,68.52,72.15,67.42,439.86K,4.14%
14-May-06,68.53,71.9,72.04,67.85,531.29K,-4.87%
7-May-06,72.04,70.05,73.9,68.25,661.03K,2.64%
30-Apr-06,70.19,71.7,74.99,69.3,593.62K,-2.35%
23-Apr-06,71.88,75.35,75.35,70.49,643.92K,-4.38%
16-Apr-06,75.17,69.55,75.35,69.3,430.90K,8.44%
9-Apr-06,69.32,67.4,69.6,67.22,476.41K,2.86%
2-Apr-06,67.39,66.25,68.2,65.6,523.14K,1.14%
26-Mar-06,66.63,64.4,67.3,63.45,510.61K,3.69%
19-Mar-06,64.26,62.75,64.75,59.6,432.56K,2.37%
12-Mar-06,62.77,60.05,63.9,59.58,501.33K,4.69%
5-Mar-06,59.96,63.75,63.92,59.25,568.30K,-5.83%
26-Feb-06,63.67,62.8,63.79,60.3,514.29K,1.21%
19-Feb-06,62.91,61.25,63.25,59.7,406.89K,5.06%
12-Feb-06,59.88,62.1,62.18,57.55,549.13K,-3.17%
5-Feb-06,61.84,65.6,66.62,61.2,673.30K,-5.40%
29-Jan-06,65.37,67.85,69,63.95,612.30K,-3.53%
22-Jan-06,67.76,68.45,69.2,65.31,559.72K,-0.86%
15-Jan-06,68.35,64.82,68.8,64.6,311.08K,6.93%
8-Jan-06,63.92,64.15,65.05,62.6,621.17K,-0.45%
1-Jan-06,64.21,61.04,64.45,60.81,450.63K,5.19%
25-Dec-05,61.04,58.3,61.25,57.3,280.80K,4.47%
18-Dec-05,58.43,58,59.29,56.9,292.78K,0.64%
11-Dec-05,58.06,59.51,61.9,58,492.15K,-2.24%
4-Dec-05,59.39,59.41,61.5,59.03,544.30K,0.12%
27-Nov-05,59.32,58.11,59.55,55.72,555.62K,1.04%
20-Nov-05,58.71,57.42,59.15,57.1,237.36K,4.58%
13-Nov-05,56.14,57.8,58.52,55.4,381.89K,-2.42%
6-Nov-05,57.53,60.11,60.44,56.93,564.72K,-5.03%
30-Oct-05,60.58,61.2,62.15,58.75,490.39K,-1.05%
23-Oct-05,61.22,60.06,62.95,59.3,479.73K,0.97%
16-Oct-05,60.63,62.95,64.4,59.15,351.09K,-3.19%
9-Oct-05,62.63,61.79,64.7,60.35,540.43K,1.28%
2-Oct-05,61.84,66.2,66.62,60.7,457.58K,-6.64%
25-Sep-05,66.24,63.44,67.4,62.65,551.61K,3.19%
18-Sep-05,64.19,63.39,68.27,63.2,427.64K,1.89%
11-Sep-05,63,64.15,65.66,62.55,537.31K,-1.69%
4-Sep-05,64.08,66.6,67.56,63.1,457.29K,-5.17%
28-Aug-05,67.57,68.6,70.85,66.3,673.45K,2.18%
21-Aug-05,66.13,65.4,68,64.65,392.42K,1.19%
14-Aug-05,65.35,66.85,67,62.25,462.29K,-2.26%
7-Aug-05,66.86,62.31,67.1,62.21,615.95K,7.30%
31-Jul-05,62.31,60.51,62.5,60.51,484.31K,2.87%
24-Jul-05,60.57,58.75,61.05,57.65,442.99K,3.27%
17-Jul-05,58.65,58,58.98,56.1,402.13K,0.96%
10-Jul-05,58.09,59.4,61.3,57.25,587.90K,-2.58%
3-Jul-05,59.63,58.89,62.1,57.2,449.61K,1.50%
26-Jun-05,58.75,59.9,60.95,55.9,560.31K,-1.82%
19-Jun-05,59.84,58.51,60,57.85,393.09K,2.34%
12-Jun-05,58.47,53.43,58.6,53.05,451.89K,9.21%
5-Jun-05,53.54,55.2,55.55,52.22,532.19K,-2.71%
29-May-05,55.03,51.98,55.4,50.9,424.28K,6.13%
22-May-05,51.85,48.25,52,48.05,473.24K,10.79%
15-May-05,46.8,48.67,49.35,46.2,371.45K,-3.84%
8-May-05,48.67,51.28,53.1,47.75,558.25K,-4.49%
1-May-05,50.96,49.28,52.23,48.8,569.86K,2.49%
24-Apr-05,49.72,55.15,56,49.5,524.38K,-10.24%
17-Apr-05,55.39,50.43,55.9,49.66,370.95K,9.70%
10-Apr-05,50.49,53.26,54.05,49.75,572.73K,-5.31%
3-Apr-05,53.32,57.15,58.28,52.7,522.30K,-6.90%
27-Mar-05,57.27,54.44,57.7,52.5,482.84K,4.43%
20-Mar-05,54.84,56.68,57.58,53.4,382.14K,-3.31%
13-Mar-05,56.72,54.45,57.6,53.52,399.60K,4.21%
6-Mar-05,54.43,53.56,55.65,52.5,539.68K,1.21%
27-Feb-05,53.78,51.8,55.2,50.65,507.55K,4.45%
20-Feb-05,51.49,48.37,52.05,48.37,314.56K,6.49%
13-Feb-05,48.35,47.05,48.65,46.6,348.60K,2.52%
6-Feb-05,47.16,46.32,47.48,44.6,534.43K,1.46%
30-Jan-05,46.48,46.68,48.25,45.75,422.22K,-1.48%
23-Jan-05,47.18,48.88,49.75,46.8,469.11K,-2.78%
16-Jan-05,48.53,48.6,49.5,46.4,287.72K,0.31%
9-Jan-05,48.38,45.6,48.65,44.95,493.77K,6.49%
2-Jan-05,45.43,43.1,46.1,41.25,483.30K,4.56%
26-Dec-04,43.45,43.87,43.87,41,256.54K,-1.65%
19-Dec-04,44.18,46.2,46.2,43.65,213.21K,-4.54%
12-Dec-04,46.28,40.9,46.35,40.25,434.12K,13.68%
5-Dec-04,40.71,42.5,43.6,40.25,536.50K,-4.30%
28-Nov-04,42.54,49.4,50.4,42.05,573.07K,-13.96%
21-Nov-04,49.44,48.8,50.25,47.8,182.04K,2.06%
14-Nov-04,48.44,47.11,48.9,45.25,369.26K,2.37%
7-Nov-04,47.32,49.6,49.6,46.96,504.02K,-4.62%
31-Oct-04,49.61,51.82,52.5,48.3,596.45K,-4.15%
24-Oct-04,51.76,55.05,55.67,50.47,608.26K,-6.18%
17-Oct-04,55.17,54.8,55.5,52.59,361.01K,0.44%
10-Oct-04,54.93,53.19,55,51.49,562.87K,3.04%
3-Oct-04,53.31,49.9,53.4,49.44,470.16K,6.36%
26-Sep-04,50.12,48.75,50.47,48.4,458.10K,2.54%
19-Sep-04,48.88,45.59,49,45.3,463.30K,7.22%
12-Sep-04,45.59,43.13,45.8,42.75,519.88K,6.49%
5-Sep-04,42.81,43.57,45.09,42.4,404.25K,-2.68%
29-Aug-04,43.99,43.31,45.37,41.3,453.78K,1.88%
22-Aug-04,43.18,46.81,47.22,42.5,533.01K,-9.78%
15-Aug-04,47.86,46.6,49.4,45.63,460.87K,2.75%
8-Aug-04,46.58,43.81,46.65,43.3,552.70K,5.98%
1-Aug-04,43.95,43.69,44.77,42.62,498.70K,0.34%
25-Jul-04,43.8,41.75,43.85,41.05,389.15K,5.01%
18-Jul-04,41.71,41.19,42.3,40.25,354.32K,1.12%
11-Jul-04,41.25,39.76,41.8,38.98,441.89K,3.23%
4-Jul-04,39.96,38.79,40.45,38.75,352.96K,4.09%
27-Jun-04,38.39,37.29,39.1,35.52,502.63K,2.24%
20-Jun-04,37.55,38.65,39.05,37.1,318.78K,-3.10%
13-Jun-04,38.75,38.27,38.83,36.9,348.56K,0.78%
6-Jun-04,38.45,38.44,39.14,36.45,445.56K,-0.10%
30-May-04,38.49,40.4,42.45,38.15,548.28K,-3.49%
23-May-04,39.88,40,41.83,39,541.92K,-0.13%
16-May-04,39.93,41.28,41.85,39.65,406.76K,-3.50%
9-May-04,41.38,39.84,41.56,38.28,505.40K,3.63%
2-May-04,39.93,37.39,40,37.25,435.73K,6.82%
25-Apr-04,37.38,36.75,38.18,36.55,429.75K,2.52%
18-Apr-04,36.46,37.65,38.3,35.35,447.70K,-3.39%
11-Apr-04,37.74,37.24,37.95,36.25,504.94K,1.62%
4-Apr-04,37.14,34.2,37.3,33.93,354.53K,8.00%
28-Mar-04,34.39,35.68,36.77,33.3,515.29K,-3.75%
21-Mar-04,35.73,38.09,38.09,34.75,433.54K,-6.17%
14-Mar-04,38.08,36.15,38.5,35.85,391.27K,5.22%
7-Mar-04,36.19,37.26,37.51,35.3,477.47K,-2.87%
29-Feb-04,37.26,36.16,37.45,35.41,411.07K,3.04%
22-Feb-04,36.16,34.27,36.23,34.03,403.44K,1.57%
15-Feb-04,35.6,34.48,36.1,34.25,277.95K,3.01%
8-Feb-04,34.56,32.35,34.65,32.25,446.74K,6.40%
1-Feb-04,32.48,33.2,35.19,32.2,514.65K,-1.72%
25-Jan-04,33.05,34.79,34.98,32.41,472.22K,-5.41%
18-Jan-04,34.94,34.92,36.37,33.75,364.35K,-0.37%
11-Jan-04,35.07,34.35,35.41,33.27,508.87K,2.22%
4-Jan-04,34.31,32.4,34.7,32.27,488.18K,5.50%
28-Dec-03,32.52,32.75,33.2,32.1,167.14K,-1.03%
21-Dec-03,32.86,32.9,33,31.25,201.47K,-0.48%
14-Dec-03,33.02,32.04,33.93,31.74,298.27K,-0.06%
7-Dec-03,33.04,30.66,33.2,30.63,467.98K,7.52%
30-Nov-03,30.73,30.26,31.65,29.66,418.33K,1.05%
23-Nov-03,30.41,31.47,31.47,29.3,328.38K,-3.80%
16-Nov-03,31.61,32.37,33.55,31.38,381.28K,-2.35%
9-Nov-03,32.37,31.14,32.5,30.63,417.76K,4.93%
2-Nov-03,30.85,29.13,31.14,28.47,441.40K,5.98%
26-Oct-03,29.11,30.1,30.32,28.26,429.30K,-3.48%
19-Oct-03,30.16,30.67,30.8,29.4,347.40K,-1.69%
12-Oct-03,30.68,31.97,32.49,29.9,291.31K,-4.04%
5-Oct-03,31.97,30.51,32.6,29.45,425.98K,5.16%
28-Sep-03,30.4,28.24,30.44,28.24,389.08K,7.95%
21-Sep-03,28.16,26.97,28.7,26.75,341.06K,4.18%
14-Sep-03,27.03,28.3,28.45,26.65,322.41K,-4.39%
7-Sep-03,28.27,28.93,29.52,27.85,404.94K,-2.11%
31-Aug-03,28.88,31.28,31.4,28.51,429.76K,-8.52%
24-Aug-03,31.57,31.94,32.3,31.1,293.85K,-0.85%
17-Aug-03,31.84,31.31,32.4,30.36,328.13K,2.54%
10-Aug-03,31.05,32.14,32.35,30.1,466.46K,-3.51%
3-Aug-03,32.18,32.15,32.85,31.45,450.05K,-0.40%
27-Jul-03,32.31,29.97,32.38,29.6,374.61K,7.09%
20-Jul-03,30.17,32,32.1,29.17,318.69K,-5.60%
13-Jul-03,31.96,31.15,32.05,30.65,369.36K,2.17%
6-Jul-03,31.28,30.15,31.75,29.52,391.91K,2.83%
29-Jun-03,30.42,29.3,30.98,29.1,272.41K,3.93%
22-Jun-03,29.27,29.53,30.05,28.53,364.15K,-5.03%
15-Jun-03,30.82,30.5,31.35,29.7,285.45K,0.55%
8-Jun-03,30.65,31.28,32.5,29.85,407.00K,-2.01%
1-Jun-03,31.28,29.49,31.3,29.49,399.86K,5.82%
25-May-03,29.56,29.16,29.65,28.27,297.35K,1.37%
18-May-03,29.16,29.16,29.6,28.3,349.26K,0.07%
11-May-03,29.14,27.59,29.48,27.22,413.19K,5.12%
4-May-03,27.72,25.52,27.95,25.46,434.91K,7.99%
27-Apr-03,25.67,26.2,26.6,25.04,387.09K,-2.25%
20-Apr-03,26.26,30.25,31.25,25.61,376.54K,-14.04%
13-Apr-03,30.55,28.15,30.65,27.57,258.29K,8.56%
6-Apr-03,28.14,28,28.95,27.02,348.79K,-1.68%
30-Mar-03,28.62,30.24,31.32,27.66,294.78K,-5.11%
23-Mar-03,30.16,27.37,31.05,27.21,375.30K,12.08%
16-Mar-03,26.91,35.98,36.95,26.3,335.11K,-23.94%
9-Mar-03,35.38,37.78,38.2,33.85,449.02K,-6.35%
2-Mar-03,37.78,36.45,37.84,35.36,376.22K,3.22%
23-Feb-03,36.6,35.47,39.99,35.47,559.20K,2.87%
16-Feb-03,35.58,36.38,37.55,34.7,235.75K,-3.32%
9-Feb-03,36.8,34.9,36.85,34.3,480.59K,4.78%
2-Feb-03,35.12,33.33,35.25,32.55,429.66K,4.80%
26-Jan-03,33.51,33.34,33.95,32.25,397.98K,0.69%
19-Jan-03,33.28,33.76,35.2,31.9,356.23K,-1.86%
12-Jan-03,33.91,31.3,34,31.13,461.79K,7.04%
5-Jan-03,31.68,33.08,33.33,29.75,540.84K,-4.23%
29-Dec-02,33.08,32.75,33.65,30.05,271.64K,1.10%
22-Dec-02,32.72,30.41,32.76,30.41,206.41K,7.99%
15-Dec-02,30.3,28.62,31.25,28.61,362.06K,6.54%
8-Dec-02,28.44,27.1,28.65,26.75,480.63K,5.61%
1-Dec-02,26.93,26.9,27.71,26.57,443.77K,0.15%
24-Nov-02,26.89,26.85,27.12,26.04,214.31K,0.49%
17-Nov-02,26.76,25.53,27.25,25.52,287.32K,4.90%
10-Nov-02,25.51,25.7,26.5,24.82,451.02K,-1.05%
3-Nov-02,25.78,26.97,27.4,25.16,515.36K,-4.98%
27-Oct-02,27.13,27.12,27.56,26.53,442.19K,0.30%
20-Oct-02,27.05,29.42,29.5,26.9,410.22K,-8.61%
13-Oct-02,29.6,29.45,30.2,29.05,322.38K,0.78%
6-Oct-02,29.37,29.72,30.1,28.52,391.06K,-0.84%
29-Sep-02,29.62,30.71,31.18,29.35,458.15K,-3.01%
22-Sep-02,30.54,30,31.39,30,415.68K,3.14%
15-Sep-02,29.61,29.78,30,28.24,283.97K,-0.67%
8-Sep-02,29.81,29.57,30.2,28.64,419.30K,0.68%
1-Sep-02,29.61,29,30.19,27.62,287.86K,2.17%
25-Aug-02,28.98,28.68,29.65,28.15,410.50K,1.22%
18-Aug-02,28.63,29.31,30.32,28.34,376.55K,-2.39%
11-Aug-02,29.33,26.9,29.45,26.48,446.92K,9.20%
4-Aug-02,26.86,26.83,27.38,26.25,357.50K,0.07%
28-Jul-02,26.84,26.52,27.67,26,397.29K,1.13%
21-Jul-02,26.54,27.75,27.75,25.95,418.05K,-4.64%
14-Jul-02,27.83,27.6,28.1,26.9,369.81K,1.27%
7-Jul-02,27.48,26.77,27.5,25.73,406.86K,2.54%
30-Jun-02,26.8,26.89,27.15,26.38,171.36K,-0.22%
23-Jun-02,26.86,25.7,27.05,25.7,449.47K,4.03%
16-Jun-02,25.82,26.03,26.5,25.1,329.68K,-0.46%
9-Jun-02,25.94,24.51,26.03,23.8,397.73K,4.81%
2-Jun-02,24.75,25.26,25.47,24.2,343.34K,-2.21%
26-May-02,25.31,25.75,25.83,24.4,342.71K,-2.20%
19-May-02,25.88,28.2,28.54,25.45,367.38K,-8.16%
12-May-02,28.18,27.75,29.54,27.1,411.55K,0.68%
5-May-02,27.99,26.31,28.27,25.62,480.65K,5.15%
28-Apr-02,26.62,26.92,27.64,25.55,441.46K,-1.81%
21-Apr-02,27.11,26.4,27.2,25.78,355.63K,2.77%
14-Apr-02,26.38,24.25,26.65,23.6,330.45K,12.40%
7-Apr-02,23.47,26.4,27.23,23.31,453.16K,-10.45%
31-Mar-02,26.21,26.46,28.35,25.05,493.04K,-0.38%
24-Mar-02,26.31,25.35,26.38,24.7,296.14K,3.79%
17-Mar-02,25.35,24.4,25.85,24.11,297.51K,3.43%
10-Mar-02,24.51,23.87,24.75,23.65,391.64K,2.81%
3-Mar-02,23.84,22.43,24.75,22.13,460.98K,6.43%
24-Feb-02,22.4,21,22.8,20.37,470.17K,6.31%
17-Feb-02,21.07,21.22,21.3,20.15,243.42K,-2.00%
10-Feb-02,21.5,20.27,21.75,19.96,398.76K,6.12%
3-Feb-02,20.26,20.34,20.36,19.27,342.41K,-0.59%
27-Jan-02,20.38,20.06,20.55,18.56,432.85K,1.95%
20-Jan-02,19.99,18.05,20.17,18,287.13K,11.06%
13-Jan-02,18,19.68,19.77,17.85,358.88K,-8.54%
6-Jan-02,19.68,21.53,22,19.6,357.62K,-8.97%
30-Dec-01,21.62,20.36,21.7,19.66,254.81K,5.93%
23-Dec-01,20.41,19.64,21.5,19.64,169.23K,4.03%
16-Dec-01,19.62,19.23,20.18,18.79,249.78K,2.03%
9-Dec-01,19.23,18.57,19.25,17.8,359.12K,1.00%
2-Dec-01,19.04,19.4,20.78,17.92,383.86K,-2.06%
25-Nov-01,19.44,19.36,19.8,18.35,367.00K,2.53%
18-Nov-01,18.96,18.3,19.56,16.7,191.73K,5.16%
11-Nov-01,18.03,22.4,22.62,17.15,455.95K,-18.86%
4-Nov-01,22.22,20.18,22.41,19.56,361.44K,10.11%
28-Oct-01,20.18,22.19,22.55,19.69,379.51K,-8.40%
21-Oct-01,22.03,21.97,22.6,21.41,307.47K,0.92%
14-Oct-01,21.83,22.6,22.76,21.05,270.52K,-2.98%
7-Oct-01,22.5,22.61,23.98,21.95,303.20K,0.49%
30-Sep-01,22.39,23.5,23.53,21.72,267.82K,-4.44%
23-Sep-01,23.43,25.9,25.9,20.3,398.85K,-9.78%
16-Sep-01,25.97,28.3,29.25,25.8,410.51K,-12.06%
9-Sep-01,29.53,27.95,29.98,27.57,84.35K,5.35%
2-Sep-01,28.03,27.17,28.15,26.76,302.46K,3.05%
26-Aug-01,27.2,26.97,27.6,26.44,314.52K,1.12%
19-Aug-01,26.9,26.6,28.1,26.28,348.67K,0.82%
12-Aug-01,26.68,28.04,28.27,26.55,314.00K,-4.88%
5-Aug-01,28.05,27.53,28.42,27.38,291.93K,1.56%
29-Jul-01,27.62,27,27.92,26.31,302.33K,2.22%
22-Jul-01,27.02,26.41,27.15,25.86,324.57K,5.59%
15-Jul-01,25.59,26.55,26.58,24.54,280.55K,-3.76%
8-Jul-01,26.59,28.09,28.26,25.94,389.40K,-5.74%
1-Jul-01,28.21,26.31,28.29,25.38,298.42K,7.47%
24-Jun-01,26.25,26.84,27.49,25.1,406.53K,-2.16%
17-Jun-01,26.83,28.44,28.54,25.85,328.07K,-5.89%
10-Jun-01,28.51,28.4,29.63,28.4,348.14K,0.64%
3-Jun-01,28.33,28.07,28.39,27.25,342.80K,1.43%
27-May-01,27.93,28.35,29.05,27.55,300.73K,-1.59%
20-May-01,28.38,29.9,30.2,28.1,251.79K,-5.12%
13-May-01,29.91,28.58,29.99,28.08,259.30K,4.76%
6-May-01,28.55,28.34,28.85,27.05,312.55K,0.67%
29-Apr-01,28.36,28.39,29.05,27.37,285.40K,0.32%
22-Apr-01,28.27,27.6,28.65,26.75,337.16K,3.63%
15-Apr-01,27.28,28.11,29.04,26.8,274.83K,-3.43%
8-Apr-01,28.25,27.02,28.84,27.01,269.00K,4.40%
1-Apr-01,27.06,26.35,27.78,25.49,333.84K,2.93%
25-Mar-01,26.29,27.4,28.04,25.75,384.50K,-3.70%
18-Mar-01,27.3,26.85,27.45,25.7,308.95K,2.09%
11-Mar-01,26.74,27.92,28.24,26.12,324.34K,-4.53%
4-Mar-01,28.01,27.96,29.15,27.91,325.33K,0.61%
25-Feb-01,27.84,28.9,29.18,27.16,364.68K,-4.13%
18-Feb-01,29.04,29.42,29.57,28.31,249.50K,-0.41%
11-Feb-01,29.16,30.9,31.1,28.55,358.79K,-6.03%
4-Feb-01,31.03,31.19,31.87,30.06,334.66K,-0.51%
28-Jan-01,31.19,29.77,31.27,28.27,361.65K,4.77%
21-Jan-01,29.77,32.25,32.7,28.65,328.85K,-7.52%
14-Jan-01,32.19,30.3,32.4,29.02,229.62K,7.12%
7-Jan-01,30.05,28.12,30.15,26.92,353.37K,7.51%
31-Dec-00,27.95,26.9,28.78,26.65,257.18K,4.29%
24-Dec-00,26.8,26.2,27,25.62,128.42K,2.37%
17-Dec-00,26.18,28.93,29.85,25.58,254.20K,-9.32%
10-Dec-00,28.87,28.2,30.04,27.51,332.95K,1.51%
3-Dec-00,28.44,32.1,32.75,27.85,412.02K,-11.18%
26-Nov-00,32.02,35.18,35.69,31.9,378.86K,-9.55%
19-Nov-00,35.4,34.98,35.84,34.67,168.89K,-0.14%
12-Nov-00,35.45,34.15,35.7,33.92,332.61K,4.20%
5-Nov-00,34.02,32.48,34.13,32.1,311.89K,4.00%
29-Oct-00,32.71,32.9,33.74,32.1,310.27K,-0.09%
